system:index,area_km2,band,class,class_name,.geo
16_0_8,0.13316355407714847,classification_2001,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_9,125.72072037101277,classification_2001,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_10,14.610768954650883,classification_2001,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_11,112.98170892196798,classification_2001,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_12,19.706800174563572,classification_2001,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_13,43.209503999755995,classification_2001,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_0,7160.8674435926,classification_2002,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_1,83.24243934692358,classification_2002,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_2,25.74704190295414,classification_2002,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_3,4232.111893279057,classification_2002,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_4,10778.999062025165,classification_2002,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_5,30.224575797149154,classification_2002,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_6,46.14536368383776,classification_2002,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_7,436.2943383770071,classification_2002,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_8,0.13316355407714847,classification_2002,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_9,127.60406131553128,classification_2002,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_10,15.051905607910173,classification_2002,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_11,112.87285409223603,classification_2002,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_12,19.357639345278976,classification_2002,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_13,43.705668769165385,classification_2002,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_0,7181.688528427753,classification_2003,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_1,85.49395117083705,classification_2003,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_2,23.532190309448296,classification_2003,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_3,4206.672862081226,classification_2003,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_4,10803.138630978849,classification_2003,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_5,28.91096974726333,classification_2003,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_6,48.786281359069484,classification_2003,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_7,416.1242954564752,classification_2003,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_8,0.13316355407714847,classification_2003,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_9,131.06669206601845,classification_2003,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_10,15.319654228576681,classification_2003,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_11,111.1914955612502,classification_2003,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_12,18.877875802310157,classification_2003,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_13,41.42085994592315,classification_2003,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_0,7191.724684322893,classification_2004,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_1,89.65744726715029,classification_2004,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_2,22.08726011535643,classification_2004,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_3,4180.5975593971425,classification_2004,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_4,10842.796451022159,classification_2004,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_5,26.57177405798333,classification_2004,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_6,49.87796469232147,classification_2004,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_7,389.6983984081298,classification_2004,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_8,0.13316355407714847,classification_2004,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_9,132.59558188541465,classification_2004,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_10,14.864339930297874,classification_2004,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_11,113.69775683744464,classification_2004,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_12,18.471841794314415,classification_2004,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_13,39.583227404357764,classification_2004,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_0,7159.846866222377,classification_2005,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_1,88.0894460106809,classification_2005,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_2,21.007984549133226,classification_2005,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_3,4172.00639798936,classification_2005,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_4,10892.817807792237,classification_2005,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_5,26.385642775512608,classification_2005,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_6,50.80407764685029,classification_2005,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_7,382.5032954554946,classification_2005,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_8,0.13316355407714847,classification_2005,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_9,131.3589731362099,classification_2005,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_10,13.921379364379915,classification_2005,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_11,115.36345825181277,classification_2005,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_12,17.873916871401377,classification_2005,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_13,40.24504106958026,classification_2005,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_0,7128.05061467757,classification_2006,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_1,91.64182832153283,classification_2006,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_2,21.442778546996987,classification_2006,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_3,4181.498907177484,classification_2006,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_4,10914.244853574011,classification_2006,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_5,26.959011172688452,classification_2006,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_6,51.52831115655484,classification_2006,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_7,376.8233367000031,classification_2006,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_8,0.13316355407714847,classification_2006,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_9,131.6824264695223,classification_2006,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_10,14.833972395568878,classification_2006,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_11,115.41570449629909,classification_2006,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_12,17.443899236757208,classification_2006,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_13,40.6586432100221,classification_2006,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_0,7169.113337786484,classification_2007,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_1,95.33643084820494,classification_2007,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_2,22.42349770062246,classification_2007,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_3,4135.336160065811,classification_2007,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_4,10938.258989221758,classification_2007,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_5,27.962001388691892,classification_2007,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_6,52.37617155041473,classification_2007,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_7,352.8683597368661,classification_2007,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_8,0.13316355407714847,classification_2007,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_9,131.54857157395253,classification_2007,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_10,14.63206298266602,classification_2007,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_11,114.84174309364977,classification_2007,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_12,17.24488597894449,classification_2007,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_13,40.28207520709234,classification_2007,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_0,7151.021343805027,classification_2008,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_1,96.24877096917648,classification_2008,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_2,23.710332906555156,classification_2008,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_3,4100.970336355619,classification_2008,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_4,10993.901275602102,classification_2008,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_5,27.155868645690784,classification_2008,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_6,53.226692389098666,classification_2008,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_7,345.2134465423483,classification_2008,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_8,0.13316355407714847,classification_2008,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_9,134.38663480972969,classification_2008,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_10,15.054634866088907,classification_2008,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_11,115.42273908829871,classification_2008,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_12,17.084072466554012,classification_2008,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_13,38.82813868908697,classification_2008,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_0,7151.541352785628,classification_2009,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_1,96.04532928674263,classification_2009,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_2,25.148459464111358,classification_2009,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_3,4115.673551034887,classification_2009,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_4,10982.075977582175,classification_2009,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_5,25.173101970764098,classification_2009,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_6,53.98821408569289,classification_2009,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_7,342.01378597514696,classification_2009,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_8,0.13316355407714847,classification_2009,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_9,130.00344374814722,classification_2009,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_10,15.479068946411196,classification_2009,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_11,118.61100259201194,classification_2009,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_12,16.83085465686114,classification_2009,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_13,39.640145006531064,classification_2009,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_0,7126.10089107048,classification_2010,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_1,96.1447916517329,classification_2010,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_2,24.95539791986083,classification_2010,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_3,4123.664096788365,classification_2010,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_4,11005.88674473514,classification_2010,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_5,26.749937575805593,classification_2010,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_6,56.232198591247126,classification_2010,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_7,333.5064141725948,classification_2010,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_8,0.13316355407714847,classification_2010,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_9,127.2761428731479,classification_2010,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_10,16.98486384881601,classification_2010,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_11,119.37206221085765,classification_2010,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_12,16.45148462860111,classification_2010,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_13,38.89926106835969,classification_2010,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_0,7071.18849325029,classification_2011,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_1,99.41292063372785,classification_2011,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_2,24.828921281799342,classification_2011,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_3,4134.557568825311,classification_2011,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_4,11035.24161194311,classification_2011,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_5,31.05173582977287,classification_2011,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_6,57.73053830865445,classification_2011,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_7,330.84339423174004,classification_2011,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_8,0.13316355407714847,classification_2011,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_9,131.94522007474512,classification_2011,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_10,17.356809985229543,classification_2011,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_11,121.20686777305241,classification_2011,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_12,16.425718215454108,classification_2011,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_13,40.43448678228766,classification_2011,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_0,7026.449115466817,classification_2012,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_1,97.8618667668453,classification_2012,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_2,23.18542694317635,classification_2012,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_3,4167.054532473607,classification_2012,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_4,11030.770282004318,classification_2012,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_5,35.04324561366753,classification_2012,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_6,59.1283020958249,classification_2012,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_7,340.07960716490663,classification_2012,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_8,0.13316355407714847,classification_2012,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_9,133.3594180622327,classification_2012,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_10,18.502568578674378,classification_2012,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_11,122.06105503774202,classification_2012,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_12,16.392846217529225,classification_2012,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_13,42.33602070965596,classification_2012,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_0,7027.20496252987,classification_2013,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_1,96.25202595623755,classification_2013,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_2,22.57999865344245,classification_2013,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_3,4196.033804471552,classification_2013,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_4,10992.673330442516,classification_2013,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_5,33.8941702810058,classification_2013,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_6,60.4005762268674,classification_2013,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_7,355.21254518376765,classification_2013,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_8,0.13316355407714847,classification_2013,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_9,129.5111886176559,classification_2013,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_10,19.587752343017616,classification_2013,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_11,120.58736248111158,classification_2013,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_12,16.241814666137355,classification_2013,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_13,42.04475528167713,classification_2013,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_0,7034.146757266326,classification_2014,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_1,94.06685244287166,classification_2014,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_2,22.57094690356453,classification_2014,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_3,4195.815810311473,classification_2014,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_4,10974.656818653672,classification_2014,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_5,30.59712770306389,classification_2014,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_6,61.39446805212379,classification_2014,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_7,363.3338731696689,classification_2014,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_8,0.13316355407714847,classification_2014,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_9,134.43071237448987,classification_2014,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_10,20.612702214843853,classification_2014,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_11,121.51735135891926,classification_2014,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_12,16.171628813781286,classification_2014,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_13,42.90923787011707,classification_2014,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_0,7025.779543190741,classification_2015,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_1,92.38399740136737,classification_2015,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_2,23.84400435937512,classification_2015,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_3,4219.539505370346,classification_2015,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_4,10935.217500597453,classification_2015,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_5,34.80492330053705,classification_2015,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_6,63.18826241992137,classification_2015,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_7,380.6540344625748,classification_2015,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_8,0.13316355407714847,classification_2015,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_9,137.1259810115153,classification_2015,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_10,21.639407287841898,classification_2015,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_11,117.59925296738884,classification_2015,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_12,15.932633698729733,classification_2015,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_13,44.51524106701574,classification_2015,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_0,7052.824447278277,classification_2016,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_1,95.84330393481443,classification_2016,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_2,24.395462534851156,classification_2016,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_3,4182.865253497221,classification_2016,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_4,10949.246087984182,classification_2016,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_5,34.77774664424589,classification_2016,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_6,64.55226426538029,classification_2016,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_7,368.2522495253803,classification_2016,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_8,0.13316355407714847,classification_2016,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_9,140.48572802689523,classification_2016,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_10,22.511127924316487,classification_2016,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_11,116.5576994546123,classification_2016,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_12,15.675860548644431,classification_2016,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_13,44.23705551623462,classification_2016,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_0,7097.734572221978,classification_2017,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_1,101.31686542712411,classification_2017,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_2,24.425655313110422,classification_2017,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_3,4149.288927961003,classification_2017,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_4,10943.277899723127,classification_2017,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_5,33.97119434374993,classification_2017,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_6,65.46068176989688,classification_2017,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_7,355.4493707559136,classification_2017,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_8,0.13316355407714847,classification_2017,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_9,140.45102637217082,classification_2017,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_10,22.190884354248148,classification_2017,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_11,119.6979957586488,classification_2017,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_12,15.61632929406681,classification_2017,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_13,43.34288384002682,classification_2017,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_0,7153.386349067692,classification_2018,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_1,102.68231056079115,classification_2018,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_2,28.657107748840357,classification_2018,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_3,4141.180214662086,classification_2018,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_4,10905.602757527713,classification_2018,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_5,38.18588726851364,classification_2018,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_6,66.91542403167665,classification_2018,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_7,340.76722572136737,classification_2018,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_8,0.13316355407714847,classification_2018,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_9,137.970785972149,classification_2018,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
