system:index,area_km2,band,class,class_name,.geo
33_0_10,21.852854436950764,classification_2018,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_11,116.75240675295238,classification_2018,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_12,15.525704236998962,classification_2018,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_13,42.74525914715582,classification_2018,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_0,7185.017388374955,classification_2019,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_1,103.27615309149137,classification_2019,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_2,30.42616019055171,classification_2019,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_3,4129.622501599207,classification_2019,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_4,10901.695003261675,classification_2019,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_5,35.67608448950178,classification_2019,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_6,68.16553121112017,classification_2019,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_7,324.0930908854305,classification_2019,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_8,0.13316355407714847,classification_2019,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_9,136.2376151514672,classification_2019,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_10,21.881435161254966,classification_2019,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_11,118.38325084225687,classification_2019,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_12,15.194314613829981,classification_2019,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_13,42.555758262023836,classification_2019,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_0,7187.3690792771795,classification_2020,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_1,101.32280886657698,classification_2020,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_2,33.64814702734374,classification_2020,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_3,4146.079603380888,classification_2020,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_4,10895.901690130553,classification_2020,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_5,32.65914202612298,classification_2020,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_6,69.79722115765315,classification_2020,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_7,312.5064588837204,classification_2020,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_8,0.13316355407714847,classification_2020,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_9,136.40294351963496,classification_2020,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_10,22.238202159057717,classification_2020,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_11,118.80277509054777,classification_2020,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_12,14.494191929076651,classification_2020,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_13,41.00202368652367,classification_2020,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_0,7152.386394765123,classification_2021,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_1,101.91828433514443,classification_2021,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_2,32.27423779211427,classification_2021,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_3,4144.481728779075,classification_2021,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_4,10938.361747181227,classification_2021,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_5,30.449780634724632,classification_2021,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_6,70.84885213879343,classification_2021,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_7,305.3241231053953,classification_2021,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_8,0.13316355407714847,classification_2021,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_9,137.69297092960412,classification_2021,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_10,22.640459387451262,classification_2021,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_11,120.3425851342389,classification_2021,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_12,14.191213306212868,classification_2021,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_13,41.31190964587455,classification_2021,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_0,7138.289621419036,classification_2022,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_1,104.83873858007878,classification_2022,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_2,31.455340403259274,classification_2022,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_3,4122.9236755169495,classification_2022,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_4,10984.632290414898,classification_2022,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_5,29.700472054931566,classification_2022,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_6,72.10588435272163,classification_2022,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_7,294.27002852458554,classification_2022,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_8,0.13316355407714847,classification_2022,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_9,136.95615928910237,classification_2022,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_10,22.29344639886485,classification_2022,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_11,121.83054866568209,classification_2022,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_12,13.636811369872717,classification_2022,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_13,39.29127014495879,classification_2022,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_0,7147.716227581747,classification_2023,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_1,104.38935529821799,classification_2023,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_2,29.40119508966056,classification_2023,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_3,0.4561736173706071,classification_2023,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_4,4150.512523371182,classification_2023,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_5,10947.232145709317,classification_2023,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_6,34.39713483492997,classification_2023,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_7,75.69438647521928,classification_2023,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_8,289.61066549095494,classification_2023,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_9,0.13316355407714847,classification_2023,27,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_10,135.4192835826821,classification_2023,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_11,23.111045412231512,classification_2023,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_12,119.82339244093072,classification_2023,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_13,13.221009484557747,classification_2023,34,Glacier,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_14,41.23974874591086,classification_2023,68,Other natural non-vegetated area,"{""type"":""MultiPoint"",""coordinates"":[]}"
